Product,Price,Discount,Ratings,Reviews Count,Category,Link
"ASUS Vivobook 16, Intel Core i7-12700H, 16GB DDR4, 512GB SSD, WUXGA 16:10 60Hz, 16""/40.64cm, Windows 11, MS Office 2021, Transparent Silver, 1.88KG, X1605ZAC-MB741WS, Intel Iris Xe Graphics Laptop","54,990",-36%,3.6 out of 5 stars,32 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzg2Mjc0MDAwMjEyMTA5OjE3NTgwMTg5OTc6c3BfbXRmOjMwMDcxOTkyNjA2NDYzMjo6MDo6&url=%2FASUS-Vivobook-40-64cm-WUXGA-X1605ZAC-MB741WS%2Fdp%2FB0D7HL86WJ%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758018997%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=CB9rF6pF8f&sp_cr=ZAZ
"HP Pavilion x360, 13th Gen Intel Core i5-1335U (16GB DDR4, 1TB SSD) FHD, 14''/35.6 cm, Touchscreen 2-in-1, Win 11, Office 21, Silver, 1.51 kg, ek1010TU/1149tu, FPR, 5MP Camera, B&O, Backlit Laptop","71,490",-23%,3.7 out of 5 stars,219 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzg2Mjc0MDAwMjEyMTA5OjE3NTgwMTg5OTc6c3BfbXRmOjMwMDQ1Mzk1Nzc0MzYzMjo6MDo6&url=%2FHP-Pavilion-i5-1335U-Graphics-14-ek1010TU%2Fdp%2FB0BRT8BRKY%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758018997%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=3G75Q95nVb&sp_cr=ZAZ
"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS Gaming Laptop(NVIDIA RTX 3050-4GB/60W TGP/16GB RAM/512GB SSD/FHD/15.6""/144Hz/RGB KB/48WHr/Windows 11//Graphite Black/2.30 Kg) FA506NCR-HN054W","62,990",-25%,4.0 out of 5 stars,371 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_13?dib=eyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw&dib_tag=se&keywords=laptop&qid=1758018997&sr=8-13
"acer Aspire Go 14, Intel Core Ultra 5 125H (14th Gen),16GB DDR5 RAM/512GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11, MS Office, Steel Gray, 1.5 kg, AG14-71M,Backlit Keyboard, AI Powered Premium Laptop","52,999",-27%,3.5 out of 5 stars,29 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/AspireGo14-14thgen-Processor-AG14-71M-Privacy/dp/B0FDL57MKD/ref=sr_1_14?dib=eyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw&dib_tag=se&keywords=laptop&qid=1758018997&sr=8-14
"HP 14, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, 14/35.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.4kg, FHD Camera w/Privacy Shutter, ep0341TU","36,990",-27%,3.9 out of 5 stars,325 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-ep0341TU/dp/B0F9WNRWYS/ref=sr_1_15?dib=eyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw&dib_tag=se&keywords=laptop&qid=1758018997&sr=8-15
"JioBook 11 with Lifetime Office/Android 4G Laptop Mediatek 8788 (JioOS) / Octa-core/ 4GB RAM / 64 eMMC Storage/Thin and Light Laptop (11.6 inch, 990 Grams)/ Dual Band WiFi + SIM/Blue","12,990",-48%,2.9 out of 5 stars,436 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/JioBook-Octa-Core-LPDDR4-JioOS-Expandable/dp/B0CKX9PY1H/ref=sr_1_16?dib=eyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw&dib_tag=se&keywords=laptop&qid=1758018997&sr=8-16
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","33,640",-49%,4.0 out of 5 stars,160 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_17?dib=eyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw&dib_tag=se&keywords=laptop&qid=1758018997&sr=8-17
"Acer[SmartChoice Aspire Lite 12thGen Intel Core i5-12450H Premium Laptop(Win11Home/16GB RAM/512GB SSD/IntelUHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display,Backlit Keyboard,Pure Silver, 1.7KG","44,990",-33%,4.0 out of 5 stars,468 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/Acer-i5-12450H-Windows11Home-AL15-52H-Keyboard/dp/B0DDL495SX/ref=sr_1_18?dib=eyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw&dib_tag=se&keywords=laptop&qid=1758018997&sr=8-18
"HP 15s, 12th Gen Intel Core i3-1215U (8GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm,FHD, Win 11, MS Office 21, Silver, 1.69kg, fy5006tu/fd0751tu/fd0752tu, UHD Graphics, HD Camera, Dual Speakers Laptop","34,999",-50%,4.0 out of 5 stars,488 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/HP-i3-1215U-Anti-Glare-15-6inch-Graphics/dp/B0CJBL2QWY/ref=sr_1_19?dib=eyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw&dib_tag=se&keywords=laptop&qid=1758018997&sr=8-19
"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN","66,190",-26%,4.0 out of 5 stars,153 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/Lenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN/dp/B0F2162VGQ/ref=sr_1_20?dib=eyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw&dib_tag=se&keywords=laptop&qid=1758018997&sr=8-20
"ASUS Vivobook 16X 13th Gen,Intel Core i5-13420H Creator/Gaming Laptop(NVIDIA RTX 3050-4GB/16GB/512GB/FHD+/16.0""/144Hz/Windows 11/M365 Basic(1Year)*/Office Home 2024/Indie Black/1.67 kg)K3605VC-RP412WS","61,990",-28%,3.5 out of 5 stars,277 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzg2Mjc0MDAwMjEyMTA5OjE3NTgwMTg5OTc6c3BfYnRmOjMwMDQ1NjEyMTE0NTIzMjo6MDo6&url=%2FASUS-Vivobook-i5-13420H-Processor-K3605VC-RP412WS%2Fdp%2FB0DDQ6HFR8%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758018997%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=5CuxD8s3lk&sp_cr=ZAZ
"ASUS Vivobook 16X,Intel Core i7-13620H,Creator/Gaming Laptop(RTX 3050-4GB/16GB RAM/512GB SSD/FHD+/16""/144Hz/Backlit Keyboard/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.8 Kg) K3605VC-RP492WS","68,990",-33%,3.0 out of 5 stars,4 ratings,Computers & Accessories > › > Laptops > › > Traditional Laptops,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzg2Mjc0MDAwMjEyMTA5OjE3NTgwMTg5OTc6c3BfYnRmOjMwMDY0MjQzOTM1MjMzMjo6MDo6&url=%2FASUS-Vivobook-i7-13620H-3050-4GB-K3605VC-RP492WS%2Fdp%2FB0FGJCV37Y%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.vOQwisk65sFNw3aXnUVIdPlVvFJon0FzsQUuXT-68XFPC3rH0h2IhyTI-MtfVrGSH1K5_WBmp7TXv3UmSg_gh6iQf-nSTLVtbvaRJgZs2BvcheREz1r6GrBlH2y_nk4WGEG-r2QqoL8Kf_g_EATFaM9vAT1I4M28PZWq9fcpWhzsXOy24DqlM88rMK5wsBJDMYZyMis_8yWBiwD_rlGeh5wgNIkgP_bN3xVYMtYwTzY.973co3vf3gD1KF8VlHLXY-UvVORAMh_US0w2Skidmrw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758018997%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=vVZRhIubJy&sp_cr=ZAZ
